GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10
2018-03-17,1610612749,1610612737,2017,122.0,117.0,239.0,105.5,105.6,104.95,110.8
2018-03-17,1610612764,1610612754,2017,109.0,102.0,211.0,108.4,107.7,104.05,101.80000000000001
2018-03-17,1610612740,1610612745,2017,101.0,107.0,208.0,113.8,114.25,111.65,100.80000000000001
2018-03-17,1610612751,1610612742,2017,114.0,106.0,220.0,107.35,114.3,103.7,107.44999999999999
2018-03-17,1610612752,1610612766,2017,124.0,101.0,225.0,102.1,112.75,110.85,112.55
2018-03-17,1610612741,1610612739,2017,109.0,114.0,223.0,103.35,111.05,111.4,110.6
2018-03-17,1610612763,1610612743,2017,101.0,94.0,195.0,97.15,108.75,114.25,113.45
2018-03-17,1610612759,1610612750,2017,117.0,101.0,218.0,105.3,103.3,112.05,110.9
2018-03-17,1610612762,1610612758,2017,103.0,97.0,200.0,105.6,93.85,102.80000000000001,107.85
2018-03-17,1610612756,1610612744,2017,109.0,124.0,233.0,101.80000000000001,117.19999999999999,113.35,108.85
2018-03-17,1610612757,1610612765,2017,100.0,87.0,187.0,108.0,102.55000000000001,102.55,108.15
2018-03-16,1610612753,1610612738,2017,83.0,92.0,175.0,103.3,107.94999999999999,109.75,106.05000000000001
2018-03-16,1610612755,1610612751,2017,120.0,116.0,236.0,108.35,102.45,106.1,114.1
2018-03-16,1610612761,1610612742,2017,122.0,115.0,237.0,114.75,101.6,102.4,105.9
2018-03-16,1610612760,1610612746,2017,121.0,113.0,234.0,109.6,108.35,112.44999999999999,109.35
2018-03-16,1610612744,1610612758,2017,93.0,98.0,191.0,114.15,109.2,103.15,108.15
2018-03-16,1610612747,1610612748,2017,91.0,92.0,183.0,114.5,108.9,107.69999999999999,105.85
2018-03-15,1610612754,1610612761,2017,99.0,106.0,205.0,104.8,102.1,114.9,102.4
2018-03-15,1610612737,1610612766,2017,117.0,129.0,246.0,104.6,110.5,110.15,112.2
2018-03-15,1610612752,1610612755,2017,110.0,118.0,228.0,102.55000000000001,112.94999999999999,107.85,102.75
2018-03-15,1610612745,1610612746,2017,101.0,96.0,197.0,112.4,101.4,113.1,109.30000000000001
2018-03-15,1610612763,1610612741,2017,110.0,111.0,221.0,95.9,108.6,104.2,112.15
2018-03-15,1610612759,1610612740,2017,98.0,93.0,191.0,106.1,103.75,114.85,114.35
2018-03-15,1610612743,1610612765,2017,120.0,113.0,233.0,114.6,114.0,102.15,107.5
2018-03-15,1610612762,1610612756,2017,116.0,88.0,204.0,106.25,94.4,102.85,117.4
2018-03-15,1610612757,1610612739,2017,113.0,105.0,218.0,108.55,102.7,111.85,111.19999999999999
2018-03-14,1610612753,1610612749,2017,126.0,117.0,243.0,103.35,107.35,105.15,104.1
2018-03-14,1610612738,1610612764,2017,124.0,125.0,249.0,108.3,104.95,108.6,106.7
2018-03-14,1610612758,1610612748,2017,123.0,119.0,242.0,102.19999999999999,107.1,106.25,104.65
2018-03-14,1610612744,1610612747,2017,117.0,106.0,223.0,114.6,109.55000000000001,114.3,108.0
2018-03-13,1610612755,1610612754,2017,98.0,101.0,199.0,108.75,102.4,104.44999999999999,101.5
2018-03-13,1610612764,1610612750,2017,111.0,116.0,227.0,107.8,106.1,111.95,111.5
2018-03-13,1610612737,1610612760,2017,107.0,119.0,226.0,104.5,109.55,108.45,108.1
2018-03-13,1610612751,1610612761,2017,102.0,116.0,218.0,106.05,113.05000000000001,114.65,103.15
2018-03-13,1610612752,1610612742,2017,97.0,110.0,207.0,102.25,112.44999999999999,102.30000000000001,106.9
2018-03-13,1610612741,1610612746,2017,106.0,112.0,218.0,104.05000000000001,111.94999999999999,113.15,110.25
2018-03-13,1610612740,1610612766,2017,119.0,115.0,234.0,115.5,115.0,110.55,111.75
2018-03-13,1610612759,1610612753,2017,108.0,72.0,180.0,105.0,104.85,105.35,107.65
2018-03-13,1610612762,1610612765,2017,110.0,79.0,189.0,107.0,96.1,103.9,106.0
2018-03-13,1610612756,1610612739,2017,107.0,129.0,236.0,102.35,116.95,110.5,111.55
2018-03-13,1610612747,1610612743,2017,112.0,103.0,215.0,113.35,106.9,115.15,114.6
2018-03-12,1610612745,1610612759,2017,109.0,93.0,202.0,112.75,101.65,104.5,103.7
2018-03-12,1610612763,1610612749,2017,103.0,121.0,224.0,96.0,107.6,103.80000000000001,104.75
2018-03-12,1610612760,1610612758,2017,106.0,101.0,207.0,109.2,108.65,102.5,107.4
2018-03-12,1610612757,1610612748,2017,115.0,99.0,214.0,108.94999999999999,103.45,106.6,104.15
2018-03-11,1610612752,1610612761,2017,106.0,132.0,238.0,101.85,111.1,113.75,103.5
2018-03-11,1610612737,1610612741,2017,122.0,129.0,251.0,103.6,109.55,103.25,110.69999999999999
2018-03-11,1610612750,1610612744,2017,109.0,103.0,212.0,112.5,111.5,115.4,109.7
2018-03-11,1610612740,1610612762,2017,99.0,116.0,215.0,116.1,114.4,106.1,95.9
2018-03-11,1610612743,1610612758,2017,130.0,104.0,234.0,114.15,114.95,101.69999999999999,106.2
2018-03-11,1610612742,1610612745,2017,82.0,105.0,187.0,103.05000000000001,106.85,113.5,101.95
2018-03-11,1610612738,1610612754,2017,97.0,99.0,196.0,107.44999999999999,104.45,103.8,101.6
2018-03-11,1610612751,1610612755,2017,97.0,120.0,217.0,105.95,112.05000000000001,107.5,102.9
2018-03-11,1610612747,1610612739,2017,127.0,113.0,240.0,111.95,105.55,109.6,110.05
2018-03-10,1610612766,1610612756,2017,122.0,115.0,237.0,110.05,111.35,101.7,116.5
2018-03-10,1610612748,1610612764,2017,129.0,102.0,231.0,104.9,103.6,108.3,105.7
2018-03-10,1610612742,1610612763,2017,114.0,80.0,194.0,102.25,106.6,97.05,107.15
2018-03-10,1610612760,1610612759,2017,104.0,94.0,198.0,109.45,109.35,104.80000000000001,103.25
2018-03-10,1610612746,1610612753,2017,113.0,105.0,218.0,113.4,111.3,105.25,106.75
2018-03-09,1610612765,1610612741,2017,99.0,83.0,182.0,104.15,106.94999999999999,105.2,111.69999999999999
2018-03-09,1610612754,1610612737,2017,112.0,87.0,199.0,104.0,102.30000000000001,104.6,109.35
2018-03-09,1610612761,1610612745,2017,108.0,105.0,213.0,113.8,103.45,113.35,101.1
2018-03-09,1610612763,1610612762,2017,78.0,95.0,173.0,98.44999999999999,106.8,105.85,97.19999999999999
2018-03-09,1610612749,1610612752,2017,120.0,112.0,232.0,103.6,103.7,101.6,109.35
2018-03-09,1610612740,1610612764,2017,97.0,116.0,213.0,117.2,114.25,106.25,105.75
2018-03-09,1610612743,1610612747,2017,125.0,116.0,241.0,112.45,113.6,111.4,105.65
2018-03-09,1610612757,1610612744,2017,125.0,108.0,233.0,108.55,103.45,115.9,108.85
2018-03-09,1610612758,1610612753,2017,94.0,88.0,182.0,101.94999999999999,107.1,106.0,107.25
2018-03-09,1610612746,1610612739,2017,116.0,102.0,218.0,113.05,111.4,109.45,110.9
2018-03-08,1610612766,1610612751,2017,111.0,125.0,236.0,109.75,110.4,105.1,111.95
2018-03-08,1610612748,1610612755,2017,108.0,99.0,207.0,103.9,103.1,108.15,103.6
2018-03-08,1610612750,1610612738,2017,109.0,117.0,226.0,112.95,111.05,106.94999999999999,104.4
2018-03-08,1610612760,1610612756,2017,115.0,87.0,202.0,109.4,109.5,102.4,116.55000000000001
2018-03-08,1610612744,1610612759,2017,110.0,107.0,217.0,116.55,109.1,104.4,102.85
2018-03-07,1610612754,1610612762,2017,84.0,104.0,188.0,104.65,101.85,106.65,98.25
2018-03-07,1610612765,1610612761,2017,119.0,121.0,240.0,104.44999999999999,106.6,114.2,103.0
2018-03-07,1610612741,1610612763,2017,119.0,110.0,229.0,104.85,112.15,98.15,106.4
2018-03-07,1610612749,1610612745,2017,99.0,110.0,209.0,104.1,103.45,113.5,101.9
2018-03-07,1610612758,1610612740,2017,101.0,114.0,215.0,102.1,107.35,116.55,114.0
2018-03-07,1610612743,1610612739,2017,108.0,113.0,221.0,113.55000000000001,113.85,108.75,111.85
2018-03-07,1610612747,1610612753,2017,108.0,107.0,215.0,112.6,105.95,106.6,108.1
2018-03-06,1610612766,1610612755,2017,114.0,128.0,242.0,110.69999999999999,109.45,106.6,101.80000000000001
2018-03-06,1610612761,1610612737,2017,106.0,90.0,196.0,115.05000000000001,104.05,105.75,110.65
2018-03-06,1610612764,1610612748,2017,117.0,113.0,230.0,106.35,105.75,103.0,102.3
2018-03-06,1610612760,1610612745,2017,112.0,122.0,234.0,108.55000000000001,107.80000000000001,112.6,101.15
2018-03-06,1610612742,1610612743,2017,118.0,107.0,225.0,101.4,106.6,113.1,113.25
2018-03-06,1610612757,1610612752,2017,111.0,87.0,198.0,108.0,103.4,103.15,110.3
2018-03-06,1610612744,1610612751,2017,114.0,101.0,215.0,116.15,110.3,105.1,111.25
2018-03-06,1610612746,1610612740,2017,116.0,121.0,237.0,112.9,110.44999999999999,115.15,112.9
2018-03-05,1610612739,1610612765,2017,112.0,90.0,202.0,108.9,112.75,105.4,106.6
2018-03-05,1610612754,1610612749,2017,92.0,89.0,181.0,105.35,103.1,104.85,103.6
2018-03-05,1610612748,1610612756,2017,125.0,103.0,228.0,101.6,101.1,102.5,115.75
2018-03-05,1610612741,1610612738,2017,89.0,105.0,194.0,106.35,112.44999999999999,107.4,105.1
2018-03-05,1610612759,1610612763,2017,100.0,98.0,198.0,105.0,101.95,97.15,105.75
2018-03-05,1610612762,1610612753,2017,94.0,80.0,174.0,107.7,100.1,107.75,108.9
2018-03-05,1610612747,1610612757,2017,103.0,108.0,211.0,112.15,105.95,107.75,104.25
2018-03-04,1610612737,1610612756,2017,113.0,112.0,225.0,104.75,110.45,102.30000000000001,115.1
2018-03-04,1610612761,1610612766,2017,103.0,98.0,201.0,114.55000000000001,104.0,110.6,109.55000000000001
2018-03-04,1610612764,1610612754,2017,95.0,98.0,193.0,107.85,106.8,104.75,103.35
2018-03-04,1610612742,1610612740,2017,109.0,126.0,235.0,101.65,105.25,114.65,113.1
2018-03-04,1610612749,1610612755,2017,118.0,110.0,228.0,104.0,103.4,106.15,101.15
2018-03-04,1610612746,1610612751,2017,123.0,120.0,243.0,113.05,109.69999999999999,104.75,111.05000000000001
2018-03-04,1610612758,1610612752,2017,102.0,99.0,201.0,102.25,108.4,103.8,111.35
2018-03-03,1610612753,1610612763,2017,107.0,100.0,207.0,107.35,109.15,97.4,106.05
2018-03-03,1610612739,1610612743,2017,117.0,126.0,243.0,109.25,113.85,113.05000000000001,113.8
2018-03-03,1610612748,1610612765,2017,105.0,96.0,201.0,101.5,101.4,104.5,107.05
2018-03-03,1610612745,1610612738,2017,123.0,120.0,243.0,112.5,100.75,105.75,103.2
2018-03-03,1610612759,1610612747,2017,112.0,116.0,228.0,104.55,100.6,111.9,106.5
2018-03-03,1610612757,1610612760,2017,108.0,100.0,208.0,108.25,104.8,109.6,107.80000000000001
2018-03-03,1610612758,1610612762,2017,91.0,98.0,189.0,103.44999999999999,109.55000000000001,107.2,100.5
2018-03-02,1610612753,1610612765,2017,115.0,106.0,221.0,107.0,108.95,104.4,106.85
2018-03-02,1610612755,1610612766,2017,110.0,99.0,209.0,106.5,101.75,110.19999999999999,108.80000000000001
2018-03-02,1610612737,1610612744,2017,109.0,114.0,223.0,104.5,109.25,116.80000000000001,111.1
2018-03-02,1610612764,1610612761,2017,95.0,102.0,197.0,108.3,107.05,115.65,105.0
2018-03-02,1610612741,1610612742,2017,108.0,100.0,208.0,106.30000000000001,112.69999999999999,101.75,105.1
2018-03-02,1610612763,1610612743,2017,102.0,108.0,210.0,97.55000000000001,105.6,112.45,112.75
2018-03-02,1610612749,1610612754,2017,96.0,103.0,199.0,103.9,103.65,105.05000000000001,103.25
2018-03-02,1610612756,1610612760,2017,116.0,124.0,240.0,101.25,114.5,110.80000000000001,108.2
2018-03-02,1610612762,1610612750,2017,116.0,108.0,224.0,106.1,100.55000000000001,113.85,111.15
2018-03-02,1610612746,1610612752,2017,128.0,105.0,233.0,112.05,109.8,103.9,111.3
2018-03-01,1610612748,1610612747,2017,113.0,131.0,244.0,101.19999999999999,100.0,110.75,106.0
2018-03-01,1610612739,1610612755,2017,97.0,108.0,205.0,109.6,113.6,105.55,100.9
2018-03-01,1610612758,1610612751,2017,116.0,111.0,227.0,102.65,109.35,104.7,110.5
2018-03-01,1610612757,1610612750,2017,108.0,99.0,207.0,108.4,105.35,113.8,111.55
2018-02-28,1610612765,1610612749,2017,110.0,87.0,197.0,104.30000000000001,108.55,103.5,103.0
2018-02-28,1610612753,1610612761,2017,104.0,117.0,221.0,108.15,109.65,115.15,106.0
2018-02-28,1610612737,1610612754,2017,107.0,102.0,209.0,104.0,109.8,105.95,102.75
2018-02-28,1610612738,1610612766,2017,134.0,106.0,240.0,104.7,103.7,110.8,107.45
2018-02-28,1610612764,1610612744,2017,101.0,109.0,210.0,108.4,107.1,116.75,110.75
2018-02-28,1610612763,1610612756,2017,102.0,110.0,212.0,98.6,105.8,101.3,115.30000000000001
2018-02-28,1610612742,1610612760,2017,110.0,111.0,221.0,101.05,104.55000000000001,110.30000000000001,107.25
2018-02-28,1610612759,1610612740,2017,116.0,121.0,237.0,104.69999999999999,99.9,114.75,113.19999999999999
2018-02-28,1610612746,1610612745,2017,92.0,105.0,197.0,112.7,110.6,112.35,101.8
2018-02-27,1610612766,1610612741,2017,118.0,103.0,221.0,109.45,107.35,105.45,113.05
2018-02-27,1610612739,1610612751,2017,129.0,123.0,252.0,108.55,113.35,103.80000000000001,109.45
2018-02-27,1610612748,1610612755,2017,102.0,101.0,203.0,101.65,100.15,106.65,101.30000000000001
2018-02-27,1610612749,1610612764,2017,104.0,107.0,211.0,103.8,102.80000000000001,109.15,107.5
2018-02-27,1610612757,1610612758,2017,116.0,99.0,215.0,108.1,104.85,102.1,108.3
2018-02-27,1610612743,1610612746,2017,120.0,122.0,242.0,111.65,111.7,112.65,110.35
2018-02-26,1610612737,1610612747,2017,104.0,123.0,227.0,103.5,108.3,109.1,106.5
2018-02-26,1610612738,1610612763,2017,109.0,98.0,207.0,103.80000000000001,103.0,99.4,105.15
2018-02-26,1610612751,1610612741,2017,104.0,87.0,191.0,103.80000000000001,111.05,107.45,114.05
2018-02-26,1610612752,1610612744,2017,111.0,125.0,236.0,103.45,109.7,116.55000000000001,110.44999999999999
2018-02-26,1610612761,1610612765,2017,123.0,94.0,217.0,113.3,105.45,104.05000000000001,107.5
2018-02-26,1610612740,1610612756,2017,125.0,116.0,241.0,114.1,112.85,99.94999999999999,114.2
2018-02-26,1610612760,1610612753,2017,112.0,105.0,217.0,110.0,107.85,107.85,109.75
2018-02-26,1610612742,1610612754,2017,109.0,103.0,212.0,101.8,105.75,105.85,103.4
2018-02-26,1610612762,1610612745,2017,85.0,96.0,181.0,106.75,101.15,113.15,102.3
2018-02-26,1610612758,1610612750,2017,100.0,118.0,218.0,102.4,107.3,113.0,111.95
2018-02-25,1610612766,1610612765,2017,114.0,98.0,212.0,108.7,106.85,103.80000000000001,107.3
2018-02-25,1610612749,1610612740,2017,121.0,123.0,244.0,103.25,103.1,113.05000000000001,112.05
2018-02-25,1610612739,1610612759,2017,94.0,110.0,204.0,110.19999999999999,113.35,103.25,99.85
2018-02-25,1610612764,1610612755,2017,109.0,94.0,203.0,109.75,107.94999999999999,107.3,100.95
2018-02-25,1610612743,1610612745,2017,114.0,119.0,233.0,110.95,111.15,113.0,101.94999999999999
2018-02-24,1610612755,1610612753,2017,116.0,105.0,221.0,106.65,101.4,107.35,108.85
2018-02-24,1610612748,1610612763,2017,115.0,89.0,204.0,100.25,101.25,101.35,106.44999999999999
2018-02-24,1610612752,1610612738,2017,112.0,121.0,233.0,103.4,108.45,102.85,101.94999999999999
2018-02-24,1610612744,1610612760,2017,112.0,80.0,192.0,117.15,112.15,110.4,107.44999999999999
2018-02-24,1610612750,1610612741,2017,122.0,104.0,226.0,112.1,111.15,107.75,113.65
2018-02-24,1610612756,1610612757,2017,104.0,106.0,210.0,100.44999999999999,113.9,108.44999999999999,105.6
2018-02-24,1610612762,1610612742,2017,97.0,90.0,187.0,107.1,101.7,103.05,106.44999999999999
2018-02-24,1610612758,1610612747,2017,108.0,113.0,221.0,102.55,108.19999999999999,109.15,107.25
2018-02-23,1610612765,1610612738,2017,98.0,110.0,208.0,103.65,106.69999999999999,102.0,102.15
2018-02-23,1610612754,1610612737,2017,116.0,93.0,209.0,105.5,103.55,103.3,108.0
2018-02-23,1610612764,1610612766,2017,105.0,122.0,227.0,110.2,107.35,108.0,106.30000000000001
2018-02-23,1610612761,1610612749,2017,119.0,122.0,241.0,112.15,103.9,101.95,102.6
2018-02-23,1610612745,1610612750,2017,120.0,102.0,222.0,112.7,103.05,111.2,109.7
2018-02-23,1610612763,1610612739,2017,89.0,112.0,201.0,102.15,105.94999999999999,111.15,115.25
2018-02-23,1610612740,1610612748,2017,124.0,123.0,247.0,112.0,111.15,99.4,100.1
2018-02-23,1610612743,1610612759,2017,122.0,119.0,241.0,110.1,110.30000000000001,102.65,98.75
2018-02-23,1610612756,1610612746,2017,117.0,128.0,245.0,99.8,112.65,112.5,109.8
2018-02-23,1610612762,1610612757,2017,81.0,100.0,181.0,107.5,101.85,109.05,107.6
2018-02-23,1610612747,1610612742,2017,124.0,102.0,226.0,107.75,108.8,103.75,105.9
2018-02-22,1610612766,1610612751,2017,111.0,96.0,207.0,108.0,107.25,104.55000000000001,109.85
2018-02-22,1610612753,1610612752,2017,113.0,120.0,233.0,106.6,108.65,103.25,108.55000000000001
2018-02-22,1610612739,1610612764,2017,103.0,110.0,213.0,111.75,115.35,110.15,108.85
2018-02-22,1610612741,1610612755,2017,115.0,116.0,231.0,107.35,113.65,106.35,101.35
2018-02-22,1610612758,1610612760,2017,107.0,110.0,217.0,102.0,108.4,109.9,107.8
2018-02-22,1610612744,1610612746,2017,134.0,127.0,261.0,117.5,112.19999999999999,112.2,108.4
2018-02-15,1610612749,1610612743,2017,123.0,134.0,257.0,101.9,100.95,108.5,108.4
2018-02-15,1610612750,1610612747,2017,119.0,111.0,230.0,111.6,109.1,107.55,107.9
2018-02-14,1610612765,1610612737,2017,104.0,98.0,202.0,103.45,106.85,103.55,108.0
2018-02-14,1610612753,1610612766,2017,102.0,104.0,206.0,107.05,109.3,109.35,107.69999999999999
2018-02-14,1610612755,1610612748,2017,104.0,102.0,206.0,106.85,100.15,99.85,100.85
2018-02-14,1610612751,1610612754,2017,103.0,108.0,211.0,103.4,110.15,105.45,104.35
2018-02-14,1610612752,1610612764,2017,113.0,118.0,231.0,103.25,108.1,109.35,108.19999999999999
2018-02-14,1610612738,1610612746,2017,119.0,129.0,248.0,101.15,100.1,111.35,108.19999999999999
2018-02-14,1610612741,1610612761,2017,98.0,122.0,220.0,108.19999999999999,113.75,110.7,103.9
2018-02-14,1610612745,1610612758,2017,100.0,91.0,191.0,115.1,105.6,102.7,109.7
2018-02-14,1610612763,1610612760,2017,114.0,121.0,235.0,101.45,105.0,110.19999999999999,107.94999999999999
2018-02-14,1610612740,1610612747,2017,139.0,117.0,256.0,111.05000000000001,111.7,106.5,106.65
2018-02-14,1610612762,1610612756,2017,107.0,97.0,204.0,107.15,101.45,100.5,114.0
2018-02-14,1610612757,1610612744,2017,123.0,117.0,240.0,108.6,107.25,117.85,111.75
2018-02-13,1610612761,1610612748,2017,115.0,112.0,227.0,111.2,104.65,99.95,100.4
2018-02-13,1610612749,1610612737,2017,97.0,92.0,189.0,102.15,101.15,103.85,108.69999999999999
2018-02-13,1610612750,1610612745,2017,108.0,126.0,234.0,112.0,107.7,113.85,105.6
2018-02-13,1610612760,1610612739,2017,112.0,120.0,232.0,110.25,107.75,110.15,114.85
2018-02-13,1610612742,1610612758,2017,109.0,114.0,223.0,104.4,106.45,101.3,109.2
2018-02-13,1610612743,1610612759,2017,117.0,109.0,226.0,107.0,106.85,102.69999999999999,98.44999999999999
2018-02-12,1610612765,1610612740,2017,103.0,118.0,221.0,103.9,107.05,110.05000000000001,112.35
2018-02-12,1610612755,1610612752,2017,108.0,92.0,200.0,107.05000000000001,100.85,103.6,107.95
2018-02-12,1610612751,1610612746,2017,101.0,114.0,215.0,104.0,110.15,112.05000000000001,109.05
2018-02-12,1610612741,1610612753,2017,105.0,101.0,206.0,108.94999999999999,114.9,106.44999999999999,109.4
2018-02-12,1610612762,1610612759,2017,101.0,99.0,200.0,107.15,102.1,103.05,99.0
2018-02-12,1610612744,1610612756,2017,129.0,83.0,212.0,116.4,113.15,101.9,112.6
2018-02-11,1610612766,1610612761,2017,103.0,123.0,226.0,108.75,106.65,110.75,104.94999999999999
2018-02-11,1610612737,1610612765,2017,118.0,115.0,233.0,103.05000000000001,107.9,103.35,106.05
2018-02-11,1610612738,1610612739,2017,99.0,121.0,220.0,101.6,99.3,109.15,115.1
2018-02-11,1610612754,1610612752,2017,121.0,113.0,234.0,105.65,103.0,103.9,107.1
2018-02-11,1610612745,1610612742,2017,104.0,97.0,201.0,114.55000000000001,107.15,105.94999999999999,107.25
2018-02-11,1610612750,1610612758,2017,111.0,106.0,217.0,112.15,107.2,100.75,109.75
2018-02-11,1610612760,1610612763,2017,110.0,92.0,202.0,109.5,108.0,102.30000000000001,104.45
2018-02-11,1610612757,1610612762,2017,96.0,115.0,211.0,108.05,106.6,106.75,102.5
2018-02-10,1610612751,1610612740,2017,128.0,138.0,266.0,101.85,107.6,108.55000000000001,110.85
2018-02-10,1610612753,1610612749,2017,104.0,111.0,215.0,106.35,108.3,102.1,101.1
2018-02-10,1610612755,1610612746,2017,112.0,98.0,210.0,106.9,101.65,111.7,108.9
2018-02-10,1610612741,1610612764,2017,90.0,101.0,191.0,110.4,115.2,109.25,109.35
2018-02-10,1610612742,1610612747,2017,130.0,123.0,253.0,104.35,105.75,107.44999999999999,107.55
2018-02-10,1610612744,1610612759,2017,122.0,105.0,227.0,116.6,112.95,102.8,97.44999999999999
2018-02-10,1610612756,1610612743,2017,113.0,123.0,236.0,101.75,112.6,105.55,105.94999999999999
2018-02-09,1610612765,1610612746,2017,95.0,108.0,203.0,103.94999999999999,106.55,110.55000000000001,108.65
2018-02-09,1610612755,1610612740,2017,100.0,82.0,182.0,106.65,102.6,109.9,110.55000000000001
2018-02-09,1610612737,1610612739,2017,107.0,123.0,230.0,102.95,107.25,107.75,115.2
2018-02-09,1610612738,1610612754,2017,91.0,97.0,188.0,102.0,99.35,104.95,103.80000000000001
2018-02-09,1610612748,1610612749,2017,91.0,85.0,176.0,100.75,100.6,104.19999999999999,103.1
2018-02-09,1610612745,1610612743,2017,130.0,104.0,234.0,113.85,108.05,106.25,105.65
2018-02-09,1610612762,1610612766,2017,106.0,94.0,200.0,107.25,101.25,108.95,106.65
2018-02-09,1610612741,1610612750,2017,114.0,113.0,227.0,109.3,113.9,111.35,106.4
2018-02-09,1610612758,1610612757,2017,100.0,118.0,218.0,100.8,109.4,108.0,106.9
2018-02-08,1610612753,1610612737,2017,100.0,98.0,198.0,106.19999999999999,108.95,103.9,108.25
2018-02-08,1610612761,1610612752,2017,113.0,88.0,201.0,111.75,105.5,104.9,107.35
2018-02-08,1610612764,1610612738,2017,104.0,110.0,214.0,110.1,109.0,102.1,99.7
2018-02-08,1610612757,1610612766,2017,109.0,103.0,212.0,107.1,106.4,109.35,106.2
2018-02-08,1610612744,1610612742,2017,121.0,103.0,224.0,115.5,112.4,104.1,104.4
2018-02-08,1610612747,1610612760,2017,106.0,81.0,187.0,107.44999999999999,109.55,112.1,107.5
2018-02-07,1610612765,1610612751,2017,115.0,106.0,221.0,103.6,106.3,102.2,108.25
2018-02-07,1610612748,1610612745,2017,101.0,109.0,210.0,100.4,100.6,114.2,107.9
2018-02-07,1610612739,1610612750,2017,140.0,138.0,278.0,106.2,113.30000000000001,109.8,103.9
2018-02-07,1610612763,1610612762,2017,88.0,92.0,180.0,103.65,105.45,107.75,102.0
2018-02-07,1610612756,1610612759,2017,81.0,129.0,210.0,102.65,111.0,100.3,98.05
2018-02-06,1610612753,1610612739,2017,116.0,98.0,214.0,104.8,108.8,105.9,112.45
2018-02-06,1610612761,1610612738,2017,111.0,91.0,202.0,110.65,105.44999999999999,102.65,98.80000000000001
2018-02-06,1610612737,1610612763,2017,108.0,82.0,190.0,103.69999999999999,108.6,104.4,105.0
2018-02-06,1610612751,1610612745,2017,113.0,123.0,236.0,101.45,106.95,113.2,108.3
2018-02-06,1610612752,1610612749,2017,89.0,103.0,192.0,106.0,107.55000000000001,103.9,103.4
2018-02-06,1610612755,1610612764,2017,115.0,102.0,217.0,106.75,103.45,110.55,108.4
2018-02-06,1610612744,1610612760,2017,105.0,125.0,230.0,114.3,110.95,111.0,106.7
2018-02-06,1610612747,1610612756,2017,112.0,93.0,205.0,106.8,110.35,102.75,110.80000000000001
2018-02-05,1610612765,1610612757,2017,111.0,91.0,202.0,102.69999999999999,105.69999999999999,108.05,107.19999999999999
2018-02-05,1610612754,1610612764,2017,102.0,111.0,213.0,104.35,103.6,109.19999999999999,109.25
2018-02-05,1610612748,1610612753,2017,109.0,111.0,220.0,100.6,100.1,104.4,109.85
2018-02-05,1610612740,1610612762,2017,109.0,133.0,242.0,110.85,109.55000000000001,105.65,101.5
2018-02-05,1610612743,1610612766,2017,121.0,104.0,225.0,105.05,105.95,109.35,105.6
2018-02-05,1610612758,1610612741,2017,104.0,98.0,202.0,101.05,109.25,110.15,114.0
2018-02-05,1610612746,1610612742,2017,104.0,101.0,205.0,111.2,109.95,104.4,104.80000000000001
2018-02-04,1610612738,1610612757,2017,97.0,96.0,193.0,102.94999999999999,99.55000000000001,109.44999999999999,108.35
2018-02-04,1610612751,1610612749,2017,94.0,109.0,203.0,101.65,106.25,103.75,104.25
2018-02-04,1610612752,1610612737,2017,96.0,99.0,195.0,106.15,107.0,103.44999999999999,108.6
2018-02-04,1610612761,1610612763,2017,101.0,86.0,187.0,112.15,107.5,104.85,104.80000000000001
2018-02-04,1610612760,1610612747,2017,104.0,108.0,212.0,112.0,106.65,106.69999999999999,110.8
2018-02-04,1610612756,1610612766,2017,110.0,115.0,225.0,102.55000000000001,110.80000000000001,108.4,105.5
2018-02-03,1610612746,1610612741,2017,113.0,103.0,216.0,111.2,110.05000000000001,109.6,114.19999999999999
2018-02-03,1610612765,1610612748,2017,111.0,107.0,218.0,102.5,104.5,99.75,99.0
2018-02-03,1610612754,1610612755,2017,100.0,92.0,192.0,104.05,103.9,107.4,103.35
2018-02-03,1610612753,1610612764,2017,98.0,115.0,213.0,104.25,109.4,108.35,109.5
2018-02-03,1610612739,1610612745,2017,88.0,120.0,208.0,107.55,112.05000000000001,112.1,108.85
2018-02-03,1610612750,1610612740,2017,118.0,107.0,225.0,110.3,104.80000000000001,111.05,108.5
2018-02-03,1610612759,1610612762,2017,111.0,120.0,231.0,100.19999999999999,96.9,104.69999999999999,102.25
2018-02-03,1610612743,1610612744,2017,115.0,108.0,223.0,104.25,105.1,115.15,111.30000000000001
2018-02-03,1610612758,1610612742,2017,99.0,106.0,205.0,101.05,109.35,104.15,105.5
2018-02-02,1610612766,1610612754,2017,133.0,126.0,259.0,107.3,104.5,103.0,102.0
2018-02-02,1610612738,1610612737,2017,119.0,110.0,229.0,102.85,98.65,103.65,108.80000000000001
2018-02-02,1610612751,1610612747,2017,99.0,102.0,201.0,102.65,105.35,107.69999999999999,111.65
2018-02-02,1610612761,1610612757,2017,130.0,105.0,235.0,111.19999999999999,107.15,108.65,107.05
2018-02-02,1610612755,1610612748,2017,103.0,97.0,200.0,107.45,103.85,100.75,99.4
2018-02-02,1610612749,1610612752,2017,92.0,90.0,182.0,104.45,105.5,106.65,107.19999999999999
