,GAME_DATE_EST,game_id,home_team,away_team,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,book_name_over,book_id_over,total1_over,over_odds,PTS_comb_actual,book_name_under,book_id_under,total1_under,under_odds,point_average_last10,point_against_average_last10,away_point_average_last10,away_point_against_average_last10,over_successful,under_successful
255,12/6/2017,21700359,1610612749,1610612765,2017,104,0.494,0.692,0.364,22,41,100,0.414,0.667,0.333,20,46,1,Heritage,169,204.0,-105,204,5Dimes,19,204.0,-103,102.1,104.35,104.3,102.6,1,1
256,12/6/2017,21700361,1610612759,1610612748,2017,117,0.529,0.857,0.52,30,34,105,0.542,0.75,0.529,28,29,1,5Dimes,19,197.0,-105,222,Pinnacle Sports,238,197.5,-104,101.4,97.15,99.25,103.25,1,0
257,12/6/2017,21700362,1610612746,1610612750,2017,107,0.444,0.6,0.313,23,43,113,0.549,0.762,0.368,29,46,0,Pinnacle Sports,238,210.5,100,220,Heritage,169,211.0,-105,104.75,108.45,108.0,105.1,1,0
258,12/6/2017,21700360,1610612740,1610612743,2017,123,0.535,0.655,0.387,28,49,114,0.436,0.727,0.457,22,40,1,5Dimes,19,221.5,-107,237,Heritage,169,222.0,-105,109.5,109.8,108.05,108.35,1,0
259,12/6/2017,21700354,1610612754,1610612741,2017,98,0.448,0.8,0.353,21,39,96,0.47,0.5,0.385,18,46,1,5Dimes,19,206.5,-105,194,Pinnacle Sports,238,207.0,-101,106.95,106.2,94.6,106.15,0,1
260,12/7/2017,21700363,1610612755,1610612747,2017,104,0.481,0.762,0.385,29,44,107,0.438,0.5,0.393,22,44,0,Bovada,999996,221.0,-110,211,Heritage,169,222.5,-105,108.85,107.95,106.35,109.45,0,1
261,12/7/2017,21700364,1610612756,1610612764,2017,99,0.462,0.714,0.304,22,42,109,0.506,0.76,0.381,25,38,0,Heritage,169,212.5,-105,208,Pinnacle Sports,238,213.5,-105,107.9,113.9,105.05,102.55,0,1
262,12/7/2017,21700365,1610612751,1610612760,2017,100,0.438,0.633,0.297,24,49,95,0.388,0.522,0.292,18,54,1,5Dimes,19,215.5,-103,195,Heritage,169,216.0,-105,109.35,110.5,102.1,98.9,0,1
263,12/7/2017,21700366,1610612762,1610612745,2017,101,0.442,0.815,0.367,17,32,112,0.469,0.75,0.429,22,46,0,Pinnacle Sports,238,211.0,-103,213,Heritage,169,211.5,-105,103.4,100.65,114.05,102.4,1,0
264,12/8/2017,21700370,1610612753,1610612743,2017,89,0.398,0.783,0.238,18,42,103,0.494,0.813,0.286,21,44,0,Pinnacle Sports,238,217.5,-108,192,5Dimes,19,218.0,-105,105.8,111.8,109.1,109.0,0,1
265,12/8/2017,21700367,1610612766,1610612741,2017,111,0.4,0.724,0.345,22,50,119,0.485,0.773,0.333,23,56,0,5Dimes,19,202.5,-105,230,Heritage,169,203.0,-105,104.85,107.8,94.85,106.2,1,0
266,12/8/2017,21700368,1610612765,1610612744,2017,98,0.413,0.526,0.444,20,49,102,0.481,0.773,0.269,29,45,0,5Dimes,19,212.0,-101,200,Pinnacle Sports,238,211.5,-100,103.55,102.45,116.35,105.25,0,1
267,12/8/2017,21700369,1610612754,1610612739,2017,106,0.442,0.625,0.385,21,49,102,0.435,0.773,0.306,23,44,1,5Dimes,19,221.0,-105,208,Pinnacle Sports,238,221.5,-109,107.05,105.3,112.0,107.8,0,1
268,12/8/2017,21700374,1610612759,1610612738,2017,105,0.469,0.875,0.296,16,46,102,0.458,0.882,0.289,14,39,1,5Dimes,19,197.0,-102,207,Pinnacle Sports,238,197.5,109,101.85,97.35,104.2,97.85,1,0
269,12/8/2017,21700371,1610612763,1610612761,2017,107,0.5,0.727,0.333,24,35,116,0.474,0.879,0.419,21,36,0,5Dimes,19,201.5,-105,223,Pinnacle Sports,238,202.0,-105,96.85,102.5,112.25,103.6,1,0
270,12/8/2017,21700372,1610612749,1610612742,2017,109,0.456,0.853,0.333,20,40,102,0.467,0.846,0.417,18,36,1,BetOnline,1096,201.0,-105,211,Heritage,169,202.0,-105,102.45,103.55,99.65,101.95,1,0
271,12/8/2017,21700373,1610612740,1610612758,2017,109,0.461,0.895,0.357,19,35,116,0.485,0.643,0.433,21,46,0,Pinnacle Sports,238,208.5,-102,225,Heritage,169,208.5,-105,109.5,110.45,96.25,106.45,1,0
272,12/9/2017,21700384,1610612757,1610612745,2017,117,0.511,0.75,0.439,19,33,124,0.533,0.81,0.4,14,35,0,5Dimes,19,217.0,-107,241,Pinnacle Sports,238,217.5,-100,103.05,100.15,114.4,102.45,1,0
273,12/9/2017,21700383,1610612756,1610612759,2017,101,0.438,0.8,0.28,11,40,104,0.46,0.72,0.316,18,52,0,Heritage,169,205.5,-105,205,Pinnacle Sports,238,206.0,-105,108.0,114.95,101.5,97.7,0,1
274,12/9/2017,21700382,1610612763,1610612760,2017,101,0.443,0.588,0.394,23,47,102,0.391,0.581,0.353,18,47,0,Pinnacle Sports,238,196.0,-104,203,Heritage,169,197.0,-105,97.05,103.85,101.05,97.95,1,0
275,12/9/2017,21700381,1610612749,1610612762,2017,117,0.543,0.846,0.412,22,41,100,0.434,0.703,0.348,20,35,1,Pinnacle Sports,238,197.0,-100,217,5Dimes,19,197.0,-103,102.25,103.15,103.45,100.8,1,0
276,12/9/2017,21700380,1610612741,1610612752,2017,104,0.512,0.565,0.28,28,40,102,0.473,1.0,0.292,25,40,1,Heritage,169,199.5,-105,206,Pinnacle Sports,238,199.5,102,95.55,107.6,100.95,103.7,1,0
277,12/9/2017,21700378,1610612737,1610612753,2017,117,0.513,0.72,0.515,33,40,110,0.489,0.875,0.382,39,39,1,Heritage,169,208.0,-105,227,Pinnacle Sports,238,208.0,102,102.8,108.3,104.0,110.9,1,0
278,12/9/2017,21700377,1610612766,1610612747,2017,99,0.441,0.643,0.32,21,43,110,0.506,0.714,0.333,24,46,0,Pinnacle Sports,238,211.5,-100,209,5Dimes,19,211.5,-103,105.75,108.3,105.1,108.15,0,1
279,12/9/2017,21700376,1610612751,1610612748,2017,89,0.407,0.842,0.259,16,43,101,0.467,0.643,0.296,15,44,0,5Dimes,19,212.5,-103,190,Pinnacle Sports,238,212.0,105,108.05,109.2,99.3,104.05,0,1
280,12/9/2017,21700375,1610612746,1610612764,2017,113,0.488,0.875,0.438,22,33,112,0.512,0.652,0.406,33,44,1,Pinnacle Sports,238,205.0,-103,225,Heritage,169,205.5,-105,103.6,109.7,105.0,103.35,1,0
281,12/9/2017,21700379,1610612739,1610612755,2017,105,0.48,0.76,0.483,26,33,98,0.474,1.0,0.333,31,39,1,5Dimes,19,219.5,-103,203,Heritage,169,221.0,-105,112.05,106.95,108.1,107.85,0,1
282,12/10/2017,21700385,1610612758,1610612761,2017,87,0.479,0.5,0.435,15,42,102,0.448,0.684,0.297,22,44,0,Pinnacle Sports,238,207.0,-101,189,Heritage,169,207.0,-105,97.75,106.25,113.0,104.35,0,1
283,12/10/2017,21700386,1610612765,1610612738,2017,81,0.333,0.789,0.303,14,46,91,0.418,0.778,0.367,16,50,0,Heritage,169,201.0,-105,172,5Dimes,19,201.5,-104,103.35,103.05,104.5,98.65,0,1
284,12/10/2017,21700387,1610612754,1610612743,2017,126,0.527,0.818,0.4,24,40,116,0.453,0.813,0.405,24,47,1,5Dimes,19,217.5,-103,242,Pinnacle Sports,238,217.5,-103,107.5,105.7,109.0,108.45,1,0
285,12/10/2017,21700388,1610612750,1610612742,2017,97,0.5,0.783,0.368,19,45,92,0.457,0.778,0.355,23,33,1,Bovada,999996,208.0,-105,189,Pinnacle Sports,238,208.5,-103,107.4,104.35,100.2,102.05,0,1
286,12/10/2017,21700389,1610612740,1610612755,2017,131,0.575,0.75,0.625,31,33,124,0.458,0.9,0.31,26,47,1,Pinnacle Sports,238,216.5,-105,255,Heritage,169,218.0,-105,110.0,110.5,108.3,106.7,1,0
287,12/10/2017,21700390,1610612752,1610612737,2017,111,0.488,0.824,0.294,16,33,107,0.481,0.8,0.29,22,35,1,Pinnacle Sports,238,206.0,-102,218,Heritage,169,206.5,-105,101.05,103.7,103.35,107.95,1,0
