GAME_DATE_EST,game_id,home_team,away_team,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS,book_name_over,book_id_over,total1_over,over_odds,PTS_comb_actual,book_name_under,book_id_under,total1_under,under_odds,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10
2017-12-04,21700342,1610612737,1610612751,2017,90.0,0.366,0.778,0.3,18.0,38.0,110.0,0.482,0.867,0.417,29.0,52.0,0,5Dimes,19,221.5,-103.0,200.0,Pinnacle Sports,238,222.0,-106.0,103.2,108.35,108.15,111.35
2017-12-04,21700349,1610612762,1610612764,2017,116.0,0.5660000000000001,0.778,0.471,29.0,52.0,69.0,0.288,0.826,0.2,9.0,31.0,1,Pinnacle Sports,238,196.5,102.0,185.0,5Dimes,19,197.0,-105.0,103.75,102.3,107.1,103.25
2017-12-04,21700347,1610612742,1610612743,2017,122.0,0.57,0.706,0.462,26.0,42.0,105.0,0.418,0.652,0.389,25.0,49.0,1,Heritage,169,209.0,-105.0,227.0,Pinnacle Sports,238,209.0,103.0,99.35,103.0,107.6,107.55
2017-12-04,21700345,1610612763,1610612750,2017,95.0,0.472,0.875,0.286,22.0,41.0,92.0,0.443,0.947,0.235,17.0,34.0,1,5Dimes,19,201.0,-103.0,187.0,Bovada,999996,201.0,-105.0,97.4,102.0,108.45,106.45
2017-12-04,21700346,1610612740,1610612744,2017,115.0,0.495,0.6,0.41,33.0,47.0,125.0,0.517,0.7040000000000001,0.485,36.0,40.0,0,5Dimes,19,228.0,-108.0,240.0,Pinnacle Sports,238,228.5,-102.0,109.75,109.95,117.7,105.4
2017-12-04,21700348,1610612759,1610612765,2017,96.0,0.4270000000000001,1.0,0.452,30.0,51.0,93.0,0.412,0.625,0.296,15.0,42.0,1,Pinnacle Sports,238,200.5,-100.0,189.0,5Dimes,19,200.5,-105.0,101.2,98.1,104.4,102.15
2017-12-04,21700343,1610612738,1610612749,2017,111.0,0.551,0.789,0.455,25.0,45.0,100.0,0.449,0.875,0.429,17.0,28.0,1,5Dimes,19,203.0,-103.0,211.0,Pinnacle Sports,238,203.0,-100.0,104.85,97.35,102.95,104.1
2017-12-05,21700350,1610612761,1610612756,2017,126.0,0.478,0.885,0.417,30.0,42.0,113.0,0.493,0.789,0.375,23.0,35.0,1,Bovada,999996,224.0,-105.0,239.0,Heritage,169,225.0,-105.0,111.75,102.65,108.35,113.3
2017-12-05,21700351,1610612760,1610612762,2017,100.0,0.481,0.6920000000000001,0.222,18.0,46.0,94.0,0.43,0.7140000000000001,0.333,18.0,35.0,1,Heritage,169,198.5,-105.0,194.0,Pinnacle Sports,238,198.5,102.0,102.75,99.95,103.95,100.6
2017-12-05,21700352,1610612757,1610612764,2017,92.0,0.41,0.762,0.444,18.0,41.0,106.0,0.472,0.7859999999999999,0.44,20.0,44.0,0,5Dimes,19,202.5,-102.0,198.0,Pinnacle Sports,238,202.5,-105.0,102.7,99.8,105.6,103.95
2017-12-06,21700356,1610612738,1610612742,2017,97.0,0.414,0.765,0.353,25.0,53.0,90.0,0.395,0.765,0.321,19.0,45.0,1,5Dimes,19,201.5,-102.0,187.0,BetOnline,1096,201.5,-105.0,105.0,97.65,99.95,102.65
2017-12-06,21700353,1610612739,1610612758,2017,101.0,0.474,0.619,0.359,28.0,43.0,95.0,0.453,0.5379999999999999,0.313,25.0,45.0,1,5Dimes,19,209.5,-105.0,196.0,Pinnacle Sports,238,210.0,-103.0,112.9,108.65,95.65,106.45
2017-12-06,21700358,1610612766,1610612744,2017,87.0,0.351,0.765,0.316,17.0,49.0,101.0,0.476,0.769,0.3670000000000001,26.0,47.0,0,Pinnacle Sports,238,215.0,-106.0,188.0,5Dimes,19,215.5,-105.0,106.0,107.4,116.9,105.5
2017-12-06,21700357,1610612752,1610612763,2017,99.0,0.522,0.741,0.643,22.0,42.0,88.0,0.414,0.818,0.429,14.0,27.0,1,5Dimes,19,197.0,-105.0,187.0,Heritage,169,197.5,-105.0,101.4,104.35,97.35,102.05
2017-12-06,21700355,1610612753,1610612737,2017,110.0,0.469,0.667,0.214,17.0,52.0,106.0,0.43,0.75,0.407,25.0,49.0,1,Pinnacle Sports,238,215.5,-105.0,216.0,Heritage,169,216.0,-105.0,106.1,111.95,102.7,108.6
2017-12-06,21700359,1610612749,1610612765,2017,104.0,0.494,0.6920000000000001,0.364,22.0,41.0,100.0,0.414,0.667,0.333,20.0,46.0,1,Heritage,169,204.0,-105.0,204.0,5Dimes,19,204.0,-103.0,102.1,104.35,104.3,102.6
2017-12-06,21700361,1610612759,1610612748,2017,117.0,0.529,0.857,0.52,30.0,34.0,105.0,0.542,0.75,0.529,28.0,29.0,1,5Dimes,19,197.0,-105.0,222.0,Pinnacle Sports,238,197.5,-104.0,101.4,97.15,99.25,103.25
2017-12-06,21700362,1610612746,1610612750,2017,107.0,0.444,0.6,0.313,23.0,43.0,113.0,0.5489999999999999,0.762,0.368,29.0,46.0,0,Pinnacle Sports,238,210.5,100.0,220.0,Heritage,169,211.0,-105.0,104.75,108.45,108.0,105.1
2017-12-06,21700360,1610612740,1610612743,2017,123.0,0.535,0.655,0.387,28.0,49.0,114.0,0.436,0.727,0.457,22.0,40.0,1,5Dimes,19,221.5,-107.0,237.0,Heritage,169,222.0,-105.0,109.5,109.8,108.05,108.35
2017-12-06,21700354,1610612754,1610612741,2017,98.0,0.448,0.8,0.353,21.0,39.0,96.0,0.47,0.5,0.385,18.0,46.0,1,5Dimes,19,206.5,-105.0,194.0,Pinnacle Sports,238,207.0,-101.0,106.95,106.2,94.6,106.15
2017-12-07,21700363,1610612755,1610612747,2017,104.0,0.481,0.762,0.385,29.0,44.0,107.0,0.438,0.5,0.393,22.0,44.0,0,Bovada,999996,221.0,-110.0,211.0,Heritage,169,222.5,-105.0,108.85,107.95,106.35,109.45
2017-12-07,21700364,1610612756,1610612764,2017,99.0,0.462,0.7140000000000001,0.304,22.0,42.0,109.0,0.506,0.76,0.381,25.0,38.0,0,Heritage,169,212.5,-105.0,208.0,Pinnacle Sports,238,213.5,-105.0,107.9,113.9,105.05,102.55
2017-12-07,21700365,1610612751,1610612760,2017,100.0,0.438,0.633,0.297,24.0,49.0,95.0,0.388,0.522,0.292,18.0,54.0,1,5Dimes,19,215.5,-103.0,195.0,Heritage,169,216.0,-105.0,109.35,110.5,102.1,98.9
2017-12-07,21700366,1610612762,1610612745,2017,101.0,0.442,0.815,0.3670000000000001,17.0,32.0,112.0,0.469,0.75,0.429,22.0,46.0,0,Pinnacle Sports,238,211.0,-103.0,213.0,Heritage,169,211.5,-105.0,103.4,100.65,114.05,102.4
2017-12-08,21700370,1610612753,1610612743,2017,89.0,0.398,0.7829999999999999,0.238,18.0,42.0,103.0,0.494,0.813,0.286,21.0,44.0,0,Pinnacle Sports,238,217.5,-108.0,192.0,5Dimes,19,218.0,-105.0,105.8,111.8,109.1,109.0
2017-12-08,21700367,1610612766,1610612741,2017,111.0,0.4,0.7240000000000001,0.345,22.0,50.0,119.0,0.485,0.773,0.333,23.0,56.0,0,5Dimes,19,202.5,-105.0,230.0,Heritage,169,203.0,-105.0,104.85,107.8,94.85,106.2
2017-12-08,21700368,1610612765,1610612744,2017,98.0,0.413,0.526,0.444,20.0,49.0,102.0,0.481,0.773,0.269,29.0,45.0,0,5Dimes,19,212.0,-101.0,200.0,Pinnacle Sports,238,211.5,-100.0,103.55,102.45,116.35,105.25
2017-12-08,21700369,1610612754,1610612739,2017,106.0,0.442,0.625,0.385,21.0,49.0,102.0,0.435,0.773,0.306,23.0,44.0,1,5Dimes,19,221.0,-105.0,208.0,Pinnacle Sports,238,221.5,-109.0,107.05,105.3,112.0,107.8
2017-12-08,21700374,1610612759,1610612738,2017,105.0,0.469,0.875,0.296,16.0,46.0,102.0,0.458,0.882,0.289,14.0,39.0,1,5Dimes,19,197.0,-102.0,207.0,Pinnacle Sports,238,197.5,109.0,101.85,97.35,104.2,97.85
2017-12-08,21700371,1610612763,1610612761,2017,107.0,0.5,0.727,0.333,24.0,35.0,116.0,0.474,0.879,0.419,21.0,36.0,0,5Dimes,19,201.5,-105.0,223.0,Pinnacle Sports,238,202.0,-105.0,96.85,102.5,112.25,103.6
2017-12-08,21700372,1610612749,1610612742,2017,109.0,0.456,0.853,0.333,20.0,40.0,102.0,0.467,0.846,0.417,18.0,36.0,1,BetOnline,1096,201.0,-105.0,211.0,Heritage,169,202.0,-105.0,102.45,103.55,99.65,101.95
2017-12-08,21700373,1610612740,1610612758,2017,109.0,0.461,0.895,0.357,19.0,35.0,116.0,0.485,0.643,0.433,21.0,46.0,0,Pinnacle Sports,238,208.5,-102.0,225.0,Heritage,169,208.5,-105.0,109.5,110.45,96.25,106.45
2017-12-09,21700384,1610612757,1610612745,2017,117.0,0.511,0.75,0.439,19.0,33.0,124.0,0.5329999999999999,0.81,0.4,14.0,35.0,0,5Dimes,19,217.0,-107.0,241.0,Pinnacle Sports,238,217.5,-100.0,103.05,100.15,114.4,102.45
2017-12-09,21700383,1610612756,1610612759,2017,101.0,0.438,0.8,0.28,11.0,40.0,104.0,0.46,0.72,0.316,18.0,52.0,0,Heritage,169,205.5,-105.0,205.0,Pinnacle Sports,238,206.0,-105.0,108.0,114.95,101.5,97.7
2017-12-09,21700382,1610612763,1610612760,2017,101.0,0.443,0.588,0.394,23.0,47.0,102.0,0.391,0.581,0.353,18.0,47.0,0,Pinnacle Sports,238,196.0,-104.0,203.0,Heritage,169,197.0,-105.0,97.05,103.85,101.05,97.95
2017-12-09,21700381,1610612749,1610612762,2017,117.0,0.5429999999999999,0.846,0.412,22.0,41.0,100.0,0.434,0.703,0.348,20.0,35.0,1,Pinnacle Sports,238,197.0,-100.0,217.0,5Dimes,19,197.0,-103.0,102.25,103.15,103.45,100.8
2017-12-09,21700380,1610612741,1610612752,2017,104.0,0.512,0.565,0.28,28.0,40.0,102.0,0.473,1.0,0.292,25.0,40.0,1,Heritage,169,199.5,-105.0,206.0,Pinnacle Sports,238,199.5,102.0,95.55,107.6,100.95,103.7
2017-12-09,21700378,1610612737,1610612753,2017,117.0,0.513,0.72,0.515,33.0,40.0,110.0,0.489,0.875,0.382,39.0,39.0,1,Heritage,169,208.0,-105.0,227.0,Pinnacle Sports,238,208.0,102.0,102.8,108.3,104.0,110.9
2017-12-09,21700377,1610612766,1610612747,2017,99.0,0.441,0.643,0.32,21.0,43.0,110.0,0.506,0.7140000000000001,0.333,24.0,46.0,0,Pinnacle Sports,238,211.5,-100.0,209.0,5Dimes,19,211.5,-103.0,105.75,108.3,105.1,108.15
2017-12-09,21700376,1610612751,1610612748,2017,89.0,0.407,0.8420000000000001,0.259,16.0,43.0,101.0,0.467,0.643,0.296,15.0,44.0,0,5Dimes,19,212.5,-103.0,190.0,Pinnacle Sports,238,212.0,105.0,108.05,109.2,99.3,104.05
2017-12-09,21700375,1610612746,1610612764,2017,113.0,0.488,0.875,0.438,22.0,33.0,112.0,0.512,0.652,0.406,33.0,44.0,1,Pinnacle Sports,238,205.0,-103.0,225.0,Heritage,169,205.5,-105.0,103.6,109.7,105.0,103.35
2017-12-09,21700379,1610612739,1610612755,2017,105.0,0.48,0.76,0.483,26.0,33.0,98.0,0.474,1.0,0.333,31.0,39.0,1,5Dimes,19,219.5,-103.0,203.0,Heritage,169,221.0,-105.0,112.05,106.95,108.1,107.85
2017-12-10,21700385,1610612758,1610612761,2017,87.0,0.479,0.5,0.435,15.0,42.0,102.0,0.448,0.684,0.297,22.0,44.0,0,Pinnacle Sports,238,207.0,-101.0,189.0,Heritage,169,207.0,-105.0,97.75,106.25,113.0,104.35
2017-12-10,21700386,1610612765,1610612738,2017,81.0,0.333,0.789,0.303,14.0,46.0,91.0,0.418,0.778,0.3670000000000001,16.0,50.0,0,Heritage,169,201.0,-105.0,172.0,5Dimes,19,201.5,-104.0,103.35,103.05,104.5,98.65
2017-12-10,21700387,1610612754,1610612743,2017,126.0,0.527,0.818,0.4,24.0,40.0,116.0,0.453,0.813,0.405,24.0,47.0,1,5Dimes,19,217.5,-103.0,242.0,Pinnacle Sports,238,217.5,-103.0,107.5,105.7,109.0,108.45
2017-12-10,21700388,1610612750,1610612742,2017,97.0,0.5,0.7829999999999999,0.368,19.0,45.0,92.0,0.457,0.778,0.355,23.0,33.0,1,Bovada,999996,208.0,-105.0,189.0,Pinnacle Sports,238,208.5,-103.0,107.4,104.35,100.2,102.05
2017-12-10,21700389,1610612740,1610612755,2017,131.0,0.575,0.75,0.625,31.0,33.0,124.0,0.458,0.9,0.31,26.0,47.0,1,Pinnacle Sports,238,216.5,-105.0,255.0,Heritage,169,218.0,-105.0,110.0,110.5,108.3,106.7
2017-12-10,21700390,1610612752,1610612737,2017,111.0,0.488,0.8240000000000001,0.294,16.0,33.0,107.0,0.481,0.8,0.29,22.0,35.0,1,Pinnacle Sports,238,206.0,-102.0,218.0,Heritage,169,206.5,-105.0,101.05,103.7,103.35,107.95
2017-12-11,21700391,1610612741,1610612738,2017,108.0,0.481,0.72,0.414,23.0,46.0,85.0,0.398,0.643,0.25,22.0,46.0,1,Pinnacle Sports,238,193.0,-105.0,193.0,5Dimes,19,193.5,-105.0,96.9,108.35,104.25,98.2
2017-12-11,21700392,1610612745,1610612740,2017,130.0,0.545,0.68,0.378,30.0,36.0,123.0,0.5760000000000001,0.5379999999999999,0.545,32.0,41.0,1,Pinnacle Sports,238,227.0,-105.0,253.0,Heritage,169,227.5,-105.0,115.35,103.1,111.65,111.5
2017-12-11,21700393,1610612763,1610612748,2017,82.0,0.389,0.667,0.296,17.0,31.0,107.0,0.561,0.792,0.519,24.0,35.0,0,Pinnacle Sports,238,194.0,-105.0,189.0,Heritage,169,194.5,-105.0,97.15,103.75,100.35,103.65
2017-12-11,21700394,1610612760,1610612766,2017,103.0,0.412,0.96,0.346,16.0,39.0,116.0,0.531,0.708,0.52,22.0,41.0,0,Heritage,169,206.5,-105.0,219.0,5Dimes,19,207.0,-102.0,101.1,99.55,104.7,108.15
2017-12-11,21700395,1610612744,1610612757,2017,111.0,0.55,0.765,0.5,26.0,42.0,104.0,0.42,0.92,0.25,14.0,39.0,1,Heritage,169,217.0,-105.0,215.0,Pinnacle Sports,238,217.5,-105.0,115.1,104.75,103.25,100.85
2017-12-11,21700396,1610612746,1610612761,2017,96.0,0.37,0.833,0.222,18.0,57.0,91.0,0.4,0.769,0.241,18.0,43.0,1,Pinnacle Sports,238,215.0,-105.0,187.0,Pinnacle Sports,238,215.0,-105.0,104.15,111.1,113.15,104.45
2017-12-12,21700399,1610612752,1610612747,2017,113.0,0.475,0.727,0.409,25.0,49.0,109.0,0.412,0.8,0.371,24.0,52.0,1,Heritage,169,211.0,-105.0,222.0,Pinnacle Sports,238,211.5,-105.0,100.7,103.4,106.55,108.3
2017-12-12,21700397,1610612739,1610612737,2017,123.0,0.5579999999999999,0.7,0.526,35.0,37.0,114.0,0.467,0.923,0.444,26.0,37.0,1,Heritage,169,215.0,-105.0,237.0,5Dimes,19,215.0,-101.0,112.55,106.15,104.05,108.3
2017-12-12,21700398,1610612765,1610612743,2017,84.0,0.354,0.8640000000000001,0.36,17.0,40.0,103.0,0.506,0.929,0.333,27.0,44.0,0,5Dimes,19,210.5,-108.0,187.0,Pinnacle Sports,238,211.0,-103.0,103.1,102.75,108.6,109.2
2017-12-12,21700400,1610612751,1610612764,2017,103.0,0.405,0.758,0.233,26.0,53.0,98.0,0.4,0.818,0.182,18.0,49.0,1,5Dimes,19,214.0,-102.0,201.0,Heritage,169,214.5,-105.0,106.7,109.05,105.25,104.2
2017-12-12,21700402,1610612742,1610612759,2017,95.0,0.4270000000000001,0.833,0.375,17.0,49.0,89.0,0.402,0.632,0.25,20.0,49.0,1,5Dimes,19,200.0,-102.0,184.0,Pinnacle Sports,238,200.5,-104.0,100.25,102.1,100.85,97.75
2017-12-12,21700401,1610612750,1610612755,2017,112.0,0.407,0.7040000000000001,0.172,19.0,50.0,118.0,0.5,0.8440000000000001,0.423,32.0,52.0,0,5Dimes,19,215.0,-105.0,230.0,Pinnacle Sports,238,215.5,-105.0,106.3,103.15,109.65,108.95
2017-12-12,21700403,1610612758,1610612756,2017,99.0,0.4270000000000001,0.727,0.318,21.0,45.0,92.0,0.411,0.7859999999999999,0.219,22.0,45.0,1,Pinnacle Sports,238,210.0,-102.0,191.0,5Dimes,19,210.0,-103.0,97.1,106.1,108.45,115.25
2017-12-13,21700408,1610612748,1610612757,2017,95.0,0.472,0.609,0.433,19.0,36.0,102.0,0.5,0.87,0.357,14.0,33.0,0,Heritage,169,204.0,-105.0,197.0,5Dimes,19,204.5,-105.0,99.4,102.0,102.25,102.6
2017-12-13,21700404,1610612754,1610612760,2017,95.0,0.449,0.667,0.355,18.0,42.0,100.0,0.409,0.625,0.448,26.0,52.0,0,Pinnacle Sports,238,213.0,-107.0,195.0,Bovada,999996,214.0,-105.0,108.75,107.35,100.55,100.55
2017-12-13,21700406,1610612764,1610612763,2017,93.0,0.468,0.5,0.409,21.0,44.0,87.0,0.383,0.938,0.357,18.0,47.0,1,5Dimes,19,199.0,-105.0,180.0,BetOnline,1096,200.5,-110.0,105.05,104.7,96.3,104.05
2017-12-13,21700407,1610612738,1610612743,2017,124.0,0.595,0.792,0.44,29.0,30.0,118.0,0.495,0.731,0.321,22.0,48.0,1,Heritage,169,208.5,-105.0,242.0,Bookmaker,93,210.0,-110.0,103.45,98.9,108.25,107.6
2017-12-13,21700405,1610612753,1610612746,2017,95.0,0.42,0.5710000000000001,0.333,24.0,45.0,106.0,0.443,0.8,0.462,25.0,51.0,0,Pinnacle Sports,238,210.5,-104.0,201.0,Heritage,169,211.0,-105.0,103.1,111.15,104.6,110.9
2017-12-13,21700410,1610612740,1610612749,2017,115.0,0.563,0.8,0.52,35.0,41.0,108.0,0.463,0.632,0.296,23.0,38.0,1,5Dimes,19,217.5,-105.0,223.0,Pinnacle Sports,238,218.0,-105.0,112.1,112.7,102.95,103.45
2017-12-13,21700411,1610612756,1610612761,2017,109.0,0.446,0.794,0.333,20.0,41.0,115.0,0.435,0.8390000000000001,0.346,16.0,45.0,0,Pinnacle Sports,238,221.0,100.0,224.0,Heritage,169,221.0,-105.0,106.95,114.4,112.15,102.8
2017-12-13,21700412,1610612745,1610612766,2017,108.0,0.443,0.684,0.378,24.0,45.0,96.0,0.414,0.741,0.19,14.0,56.0,1,5Dimes,19,219.5,-105.0,204.0,Pinnacle Sports,238,219.0,109.0,117.35,104.35,105.8,108.15
2017-12-13,21700409,1610612741,1610612762,2017,103.0,0.441,0.667,0.412,21.0,46.0,100.0,0.462,1.0,0.3,24.0,48.0,1,5Dimes,19,196.5,-103.0,203.0,Heritage,169,196.5,-105.0,97.75,108.3,103.6,101.65
2017-12-14,21700417,1610612744,1610612742,2017,112.0,0.603,0.778,0.5,35.0,41.0,97.0,0.451,0.765,0.345,25.0,31.0,1,Heritage,169,210.0,-105.0,209.0,Pinnacle Sports,238,210.5,-104.0,114.8,104.35,100.3,101.6
2017-12-14,21700416,1610612750,1610612758,2017,119.0,0.561,0.85,0.476,29.0,39.0,96.0,0.414,0.833,0.424,24.0,42.0,1,Pinnacle Sports,238,202.0,-102.0,215.0,Heritage,169,202.0,-105.0,106.3,104.1,96.75,105.0
2017-12-14,21700413,1610612737,1610612765,2017,91.0,0.457,0.615,0.355,28.0,34.0,105.0,0.456,0.833,0.433,26.0,46.0,0,Pinnacle Sports,238,205.5,-101.0,196.0,5Dimes,19,205.5,-105.0,105.45,109.9,101.2,102.85
2017-12-14,21700414,1610612751,1610612752,2017,104.0,0.446,0.7829999999999999,0.286,21.0,43.0,111.0,0.461,0.8640000000000001,0.5,23.0,40.0,0,5Dimes,19,212.0,-108.0,215.0,Heritage,169,213.0,-105.0,106.25,108.6,100.45,104.3
2017-12-14,21700415,1610612739,1610612747,2017,121.0,0.5,0.8,0.417,32.0,39.0,112.0,0.495,0.643,0.29,33.0,49.0,1,5Dimes,19,220.0,-108.0,233.0,Heritage,169,221.0,-105.0,113.35,105.65,106.5,108.3
2017-12-15,21700425,1610612763,1610612737,2017,96.0,0.462,0.706,0.48,21.0,43.0,94.0,0.442,0.875,0.387,27.0,35.0,1,Heritage,169,198.5,-105.0,190.0,Pinnacle Sports,238,199.0,-105.0,95.95,103.55,104.8,109.2
2017-12-15,21700428,1610612745,1610612759,2017,124.0,0.473,0.8,0.36,20.0,45.0,109.0,0.489,0.5379999999999999,0.385,22.0,39.0,1,5Dimes,19,214.0,-103.0,233.0,Pinnacle Sports,238,214.5,-105.0,117.4,103.4,100.95,96.8
2017-12-15,21700427,1610612743,1610612740,2017,117.0,0.46,0.643,0.444,30.0,48.0,111.0,0.473,0.7140000000000001,0.441,27.0,42.0,1,5Dimes,19,221.5,-105.0,228.0,Pinnacle Sports,238,222.0,-102.0,110.05,108.85,112.3,112.95
2017-12-15,21700426,1610612749,1610612741,2017,109.0,0.482,0.69,0.273,24.0,43.0,115.0,0.488,0.657,0.364,24.0,50.0,0,Pinnacle Sports,238,205.0,105.0,224.0,Bovada,999996,206.0,-110.0,102.3,102.9,99.45,108.25
2017-12-15,21700424,1610612761,1610612751,2017,120.0,0.557,0.556,0.25,26.0,45.0,87.0,0.421,0.8420000000000001,0.304,15.0,37.0,1,Pinnacle Sports,238,218.0,-107.0,207.0,Heritage,169,219.0,-105.0,112.45,103.25,105.9,107.95
2017-12-15,21700420,1610612753,1610612757,2017,88.0,0.381,0.737,0.345,15.0,45.0,95.0,0.43,0.867,0.444,18.0,45.0,0,Heritage,169,208.0,-105.0,183.0,Pinnacle Sports,238,208.5,-103.0,102.15,112.1,101.65,102.55
2017-12-15,21700422,1610612764,1610612746,2017,100.0,0.443,0.652,0.226,21.0,50.0,91.0,0.384,0.621,0.292,17.0,47.0,1,Pinnacle Sports,238,208.5,-105.0,191.0,Heritage,169,209.0,-105.0,103.95,103.5,104.55,109.65
2017-12-15,21700421,1610612755,1610612760,2017,117.0,0.44,0.8,0.283,35.0,50.0,119.0,0.416,0.526,0.429,28.0,60.0,0,Pinnacle Sports,238,213.5,-101.0,236.0,Bovada,999996,214.0,-105.0,109.95,109.05,100.05,100.75
2017-12-15,21700419,1610612754,1610612765,2017,98.0,0.402,0.76,0.3,21.0,51.0,104.0,0.419,0.765,0.406,22.0,44.0,0,5Dimes,19,207.5,-108.0,202.0,Pinnacle Sports,238,208.0,-105.0,107.9,106.5,101.8,101.75
2017-12-15,21700418,1610612766,1610612748,2017,98.0,0.41,0.741,0.37,21.0,42.0,104.0,0.5,0.882,0.355,25.0,40.0,0,5Dimes,19,203.5,-102.0,202.0,Heritage,169,203.5,-105.0,105.4,108.6,98.95,102.45
2017-12-15,21700423,1610612738,1610612762,2017,95.0,0.407,0.8420000000000001,0.29,20.0,31.0,107.0,0.482,0.778,0.52,19.0,55.0,0,Heritage,169,197.0,-105.0,202.0,Pinnacle Sports,238,197.0,-101.0,104.3,100.0,104.4,101.7
2017-12-16,21700436,1610612763,1610612738,2017,93.0,0.405,0.882,0.412,18.0,38.0,102.0,0.488,0.7140000000000001,0.467,21.0,42.0,0,5Dimes,19,195.0,-102.0,195.0,Heritage,169,195.0,-105.0,95.1,102.45,104.55,101.0
2017-12-16,21700435,1610612759,1610612742,2017,98.0,0.453,0.833,0.2,14.0,41.0,96.0,0.488,0.889,0.357,23.0,38.0,1,Bovada,999996,198.0,-105.0,194.0,Pinnacle Sports,238,198.0,-102.0,101.7,98.15,100.7,102.0
2017-12-16,21700434,1610612750,1610612756,2017,106.0,0.421,0.708,0.333,21.0,31.0,108.0,0.458,0.8859999999999999,0.458,22.0,52.0,0,Pinnacle Sports,238,217.5,-105.0,214.0,Heritage,169,218.0,-105.0,106.65,104.2,106.65,113.85
2017-12-16,21700431,1610612752,1610612760,2017,111.0,0.551,0.8079999999999999,0.609,21.0,35.0,96.0,0.424,0.6,0.444,18.0,42.0,1,Heritage,169,202.0,-105.0,207.0,Pinnacle Sports,238,202.0,-101.0,101.85,103.65,101.05,101.45
2017-12-16,21700432,1610612748,1610612746,2017,90.0,0.378,0.762,0.343,22.0,37.0,85.0,0.438,0.5,0.286,18.0,46.0,1,Heritage,169,205.5,-105.0,175.0,Pinnacle Sports,238,205.5,100.0,99.95,103.65,103.55,108.65
2017-12-16,21700430,1610612739,1610612762,2017,109.0,0.532,0.882,0.455,30.0,41.0,100.0,0.457,0.643,0.5,24.0,38.0,1,5Dimes,19,211.5,-108.0,209.0,Pinnacle Sports,238,212.0,-105.0,113.65,105.4,105.35,101.6
2017-12-16,21700429,1610612766,1610612757,2017,91.0,0.344,0.643,0.226,18.0,51.0,93.0,0.468,0.5,0.417,19.0,47.0,0,Pinnacle Sports,238,205.0,104.0,184.0,BetOnline,1096,205.5,-108.0,104.0,107.75,100.9,101.3
2017-12-16,21700433,1610612745,1610612749,2017,115.0,0.461,0.81,0.314,16.0,38.0,111.0,0.463,0.818,0.296,17.0,40.0,1,5Dimes,19,222.0,-104.0,226.0,Heritage,169,222.5,-105.0,116.75,103.35,103.3,103.85
2017-12-17,21700440,1610612764,1610612739,2017,99.0,0.429,0.563,0.364,20.0,51.0,106.0,0.471,0.833,0.412,24.0,42.0,0,5Dimes,19,216.0,-103.0,205.0,Pinnacle Sports,238,216.0,-104.0,103.15,101.95,112.9,104.45
2017-12-17,21700438,1610612765,1610612753,2017,114.0,0.472,0.813,0.5,27.0,39.0,110.0,0.482,0.647,0.515,27.0,40.0,1,Heritage,169,204.0,-105.0,224.0,Pinnacle Sports,238,204.5,-104.0,102.25,101.7,102.4,111.6
2017-12-17,21700437,1610612761,1610612758,2017,108.0,0.424,0.821,0.433,20.0,46.0,93.0,0.469,0.75,0.423,25.0,32.0,1,5Dimes,19,203.0,-104.0,201.0,Pinnacle Sports,238,203.0,101.0,112.6,102.6,96.6,105.55
2017-12-17,21700439,1610612751,1610612754,2017,97.0,0.42,0.81,0.364,26.0,29.0,109.0,0.5660000000000001,0.789,0.444,21.0,43.0,0,5Dimes,19,220.0,-104.0,206.0,Pinnacle Sports,238,219.5,102.0,104.65,107.75,108.05,105.8
2017-12-18,21700442,1610612754,1610612738,2017,111.0,0.468,0.789,0.333,14.0,38.0,112.0,0.557,0.5710000000000001,0.615,26.0,38.0,0,5Dimes,19,206.5,-104.0,223.0,Pinnacle Sports,238,206.5,-105.0,107.3,105.3,104.45,101.25
2017-12-18,21700447,1610612760,1610612743,2017,95.0,0.481,0.667,0.292,13.0,40.0,94.0,0.43,0.667,0.324,21.0,45.0,1,Bovada,999996,211.0,-105.0,189.0,Pinnacle Sports,238,211.5,-104.0,101.55,102.3,109.45,108.85
2017-12-18,21700450,1610612747,1610612744,2017,114.0,0.446,0.629,0.4,23.0,45.0,116.0,0.402,0.905,0.324,25.0,61.0,0,Heritage,169,219.0,-105.0,230.0,5Dimes,19,219.0,-103.0,107.3,109.0,114.4,103.35
2017-12-18,21700448,1610612742,1610612756,2017,91.0,0.364,0.941,0.297,21.0,42.0,97.0,0.443,0.773,0.4,17.0,49.0,0,Pinnacle Sports,238,209.0,-106.0,188.0,Heritage,169,209.5,-105.0,100.6,100.95,106.7,113.15
2017-12-18,21700446,1610612750,1610612757,2017,108.0,0.462,0.81,0.368,19.0,32.0,107.0,0.5479999999999999,1.0,0.417,26.0,40.0,1,5Dimes,19,207.5,-103.0,215.0,Pinnacle Sports,238,207.5,-104.0,107.05,105.3,100.4,100.25
